Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@japethasudungansitompul7242,"Semua Partai Punya Saksi masing&quot;, kenapa masih ada kata&quot; Curang? 🙏🙏🙏",partai saksi curang,The witness party cheats,0.0,neutral
@hariyonogg4902,"Anak muda Indonesia adalah generasi bangsa, mereka akan paham mana pilihanya,",anak muda indonesia generasi bangsa paham pilihanya,Indonesian Young People The generation of the nation understands its voting,0.1,positive
@zaskiavandijk2054,"Nies, jadi presiden tandingan, lumayan",nies presiden tanding lumayan,the president's president is pretty good,0.475,positive
@dandhyprasetiyo1180,gibran kok di lawan. prestasi yg di soloaja sudah di ukir. jd kota toleransi.,gibran lawan prestasi soloaja ukir kota toleransi,Gibran opponents of Soloja Ukir Tolerance City Achievement,0.0,neutral
@lynaolivia2576,berrti lum legowo paslon no 3,berrti lum legowo paslon no,Berrti Lum Legowo Paslon No,0.0,neutral
@kadirpaolo3313,"Gua heran.. Dr dulu disetiap pemilu, kalo ada  paslon suara tertinggi dikatakan ada kecurangan2 buktikan dong dgn bukti2 yg akurat yg palit  yg paten yg sah bukti2nya",gua heran tiap milu paslon suara tinggi kecurangan2 bukti akurat palit paten sah bukti2nya,I am surprised that every mile of high votes pair of fraudulent evidence,0.13,positive
@iyusrusmana8555,Pekerjaan saya hanya pedagang keliling saya bela belain pulang demi memilih bapak prabowo agar bapak bisa menang menjadi presiden 2024 dan alhamdulilah mayoritas keluarga saya memilih bapak prabowo subianto,kerja dagang keliling bela bela pulang pilih prabowo menang presiden alhamdulilah mayoritas keluarga pilih prabowo subianto,Trading work around Bela Bela Returns to Choose Prabowo Winning President Alhamdulilah the majority of families choose Prabowo Subianto,0.5,positive
@sofyiqball3823,Saya .ikas dari dulu belum perah .bantuan apapun dari  pemerinta.cua sah ikas mendukung pa jokwi .sekarng pa perabowo gibran no. 2  itu ke ikas. Batin ❤❤❤❤  no2,ikas perah bantu apa pemerinta cua sah ikas dukung jokwi perabowo gibran no ikas batin no2,IKAS DIVERSE OF AUTHORITY WHAT ACTIONS CUA SAH IKAS Supports Jokwi Perabowo Gibran No Ikas Batin No2,0.0,neutral
@heriyanto-k3p,Mungkin hitung cepat sedang eror ... Suara kecil bisa jadi gede . Suara gede bisa jadi kecil . Kepada tim hukum jangan diam saja terus tuntut dan cari tau di mna titik kecurangan nya ...,hitung cepat eror suara gede suara gede tim hukum diam tuntut cari tau titik curang,Calculate the ERRO ERROR GEDE VOICE GIGHT SUDGE THE LEGAL TEAM SHEAT SHOULD RECORDING,0.2,positive
@kussairi398,Selamat pak Prabowo kuatkan pertahanan alutsita  negara kita itu sangat penting beli pesawat lagi yg lebih canggih bantulah palestina secara militer,selamat prabowo kuat tahan alutsita negara beli pesawat canggih bantu palestina militer,Congratulations Prabowo Strong ALUTSITA COUNTRY BUY SAVE SAVE MILITY ABOUT MILITARY,0.16666666666666663,positive
@lynaolivia2576,bansos yg penting sampai ke rakuat.lah bagaimana dgn koroptor,bansos rakuat koroptor,Coroptor Rakuat Social Assistance,0.03333333333333333,positive
@MuhammadAnwar-re5bi,Bego luhh emngg 01 jelass,bego luhh emngg jelass,stupid luhh clearly,-0.35,negative
@Bg-Mahulu,Masa depan mulu  . Kejasteraan mulu  .. dari dulu nyanyian politik nya itu itu tapi gak  terbukti hahaha .. 😂😂,mulu kejasteraan mulu nyanyi politik bukti hahaha,Mulu Kejasteran Mulu Sing Politics Evidence hahaha,0.2,positive
@kerorogunzo11,"Yang suka nyinyir ada baiknya keluarkn gagasan2 baik dari hati dan pikiran kalian,bersatu membangun Indonesia ❤❤❤<br>Drpd klian sibuk nyinyir ini itu yg mmbuat keadaan runyam <br>Berbedabeda ttp 1 menuju Indonesia makmur",suka nyinyir baik keluarkn gagasan2 hati pikir kalianbersatu bangun indonesia sibuk nyinyir mmbuat runyam berbedabeda indonesia makmur,"likes to be good out of ideas, think of your heart, think that you build Indonesia, you are busy nyinyir made a wisdom different Indonesia",0.26666666666666666,positive
@riamriamkamang4691,"enak aja minta maap setelah begitu brutalnya membuli capres lain, dasar tidak punya harga diri",enak maaf brutal membuli capres dasar harga,delicious sorry brutal bunching basic presidential candidates,-0.09375,negative
@srisri9407,Mudahan allah ijinkan pak peabowo yg manang dan jadi pemimpin indonesia ❤biyar diberkati negara kt amin,mudah allah ijinkan peabowo manang pimpin indonesia biyar kati negara amin,It's easy to allow God to allow peabowo manang to lead Indonesia biyar kati amen state,0.43333333333333335,positive
@damarnahsyun,Sehat  selalu  pak anis  dan pak muhaimin serta pak ganjar dan pak makhmud tetap sehat dan semangat,sehat anis muhaimin ganjar makhmud sehat semangat,Healthy Anis Muhaimin Ganjar Makhmud Sehat spirit,0.5,positive
@ruthsundari5257,Dgn kata lain Ora legowo tho pak??? Yg penting rakyat lebih milih 02✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️,ora legowo tho rakyat pilih,ora legowo tho people choose,0.0,neutral
@japethasudungansitompul7242,"Kami masyarakat dari Dumai, tidak ada di interpensi, memang murni kami memiliih Pak Prabowo Gibran raka buming raka sebagai Presiden Indonesia 🙏🙏🙏",masyarakat dumai interpensi murni memiliih prabowo gibran raka buming raka presiden indonesia,Pure Interpensian Dumai Society Prabowo Gibran Raka Buming Raka President Indonesia,0.21428571428571427,positive
@NOVIGESTINURAENI,orang kaloah pling mentok ujung2 nya ngomong kurang,orang kaloah mentok omong,people if stuck talking,0.0,neutral
@abdulhamid1238,"Alhamdulillah,,selamat ya pak gemoy,semoga kepemimpinan BPK amanah,,selalu dlm ridho allah",alhamdulillahselamat gemoysemoga pimpin bpk amanahselalu ridho allah,"Alhamdulillah, it is a good thing to lead, the leader of Bpk AmanahAlu, the blessing of Allah",0.7,positive
@alungbae1272,udah biasa kalo kalah pasti bilang ada kecurangan tinggal senyumin aja kan damai,kalah bilang curang tinggal senyum damai,Losing says cheating is just a peaceful smile,0.275,positive
@jackabraham7469,"No 2 harga mati.TUHAN itu adil..siapa yg berpikiran kotor DIA AKAN SINGKIRKAN SENDIRI.TUHAN ,Memanv Adil.",no harga mati tuhan adil pikir kotor singkir tuhan memanv adil,No Dead Price of God Fair Thinking Dirty Singkir God Matched Fair,0.22499999999999998,positive
@Yantivra,Lov yu no 2,lov yuk no,lov yuk no,0.0,neutral
@fajripadung774,Maaf anis amin belajar mengakui kekalahannya. Bukan mau mencari2 cara yg nda baik karna mau cari kekuasaan pribadi. Kami masarakat Indonesia udah pentar2 untuk menilai yg mana pimpinan yg baik mana yg buruk. Maaf bapak anis kami menilai bapak tidak baik jadi pimpinan karna bapak jadi orang tidak baik. Karena bapak kepentingan kekuasaan bapak rela menyatukan orang pena menolong bapak menjadi  orang sukses di lari bapak itu bapak tega menyatukan,maaf anis amin ajar aku kalah mencari2 indak cari kuasa pribadi masarakat indonesia pentar2 nilai pimpin buruk maaf anis nilai pimpin orang penting kuasa rela satu orang pena tolong orang sukses lari tega satu,Sorry Anis Amin Ajar I lost to look for indak looking for personal power of the Indonesian community Pentar,-0.25,negative
@sitisumaria9039,Jgn bilang 02 curang suara rakyat LBH tau .jgn sampai rakyat turun gunung,bilang curang suara rakyat tau rakyat turun gunung,says the people's voice knows the people go down the mountain,-0.15555555555555559,negative
@kadirpaolo3313,Itu logika yg sederhana kata2 yg di bawah,logika sederhana,simple logic,0.0,neutral
@SuhartiNingsih-lf1bq,"Amanah mengayomi seluruh masyarakat Indonesia menuju Indonesia mas, amiiin yarobbal a&#39;lamiin",amanah ayom masyarakat indonesia indonesia mas amin yarobbal alamiin,Amanah Ayom Indonesian Indonesian Mas Amin Yarobbal Naturalin,0.0,neutral
@malinejohanes7467,Daerah kami saja ganjar-mahfud (sekitar 10 tps ) minim suara...gimana gak pede 😂,daerah ganjarmahfud tps minim suara,Ganjarmahfud TPS area minimal voting,-0.1,negative
@LarusdinLahamuru,Sudah saat alam berbicara..,alam bicara,Nature speaks,0.0,neutral
@jackabraham7469,"Buat apa kita pilih org yg dia yerpilih,dia masih mau urus palestina merdeka dulu baru jrus indonesia.kan gila.siapa yg mau pilih org org ke gitu.",pilih orang yerpilihdia urus palestina merdeka jrus indonesia gila pilih orang orang,Choose people who choose the Palestinian Palestinian Urus Jrus Indonesia Crazy Choose people,-0.6,negative
@FianWeking,"Memang pak prabowo terpilih sebagai presiden ri karena disukai rakyat,pak prabowo calon presiden yang tidak perna terlibat kasus korupsi, termasuk calon wapres pak Gibran,haleluyah!!",prabowo pilih presiden ri suka rakyatpak prabowo calon presiden libat korupsi calon wapres gibranhaleluyah,Prabowo Choose the President of the Republic of Indonesia Suka Rakyatpak Prabowo Candidate for Presidential Corruption Corruption Candidates for Vice President Gibranhaleluyah,0.0,neutral
@ngurahsusrawan4203,"Slalu yg kalah tak legowo....kalau pemilu sdh di jalankan berarti sah...03 + 01 byk bacot pake tanya demokrasi, hargai suara rakyat??",kalah legowo milu jalan sah bacot pakai demokrasi harga suara rakyat,Lose Legowo Milu Jalan Sah Bacot Use Democracy The price of the people's votes,0.0,neutral
@sutanbagindo2015,Hasil 1 - 2 QUICK COUNT masih blum percaya itu tandanya sedang menghibur diri dan mulai depresi tapi klo ada 6 QUICK COUNT yg hasilnya serupa tapi juga blum percaya.. itu orang harus segera di bawa ke RSJ... 😂😂😂😂😂😂😂😂😂,hasil quick count percaya tanda hibur depresi quick count hasil percaya orang bawa rsj,Quick count results Believe in the mushmark of depression Quick count results of trusting people bring RSJ,0.3333333333333333,positive
@MaikelarielParaeng,Hitungan itu belum di pastikan karna mesin hitung itu ada KPU yg valid awas jgn curang awasi terus,hitung pasti mesin hitung kpu valid awas curang awas,CALCULATE SURE CALCULATE MACHINE CALCULATION KPU Valid Watch out to Cheat Awas,0.5,positive
@damarnahsyun,Kenapa kok berhenti nonton barengnya uda kena mental ya❤❤❤  legowo aja lah  klu debatnya hoax apa tdk melanggar itu ya?,henti tonton bareng kena mental legowo debat hoax langgar,stop watching together with mental legowo Hoax Debate Langgar,-0.1,negative
@kadirpaolo3313,"Knp 02 angkanya sangat tggi karna pendukung jokowi dn perabowo yg lalu bergabung jd 1 . Rakyat puas dgn kepemimpinan jokowi dn rakyat brharap prabowo jd RI 1, bgt perabowo berpasangan dgn dgn gibran anaknya jokowi. Yaaah jgn heran presentasinya sangat tggi.. Joos 02",angka tggi dukung jokowi perabowo gabung rakyat puas pimpin jokowi rakyat brharap prabowo ri banget perabowo pasang gibran anak jokowi heran presentasi tggi joos,TGGI Figures Support Jokowi Perabowo Join the People Satisfied Leading Jokowi People Brharap Prabowo RI Really Gibran Gibran Anak Jokowi Wonder TGGI Joos Presentation,0.35,positive
@kanaumi2099,"Semuga amanah,siapapun yg jadi presiden jgn sampek bela yg salah.menyalah kan yg bennar..ini harapan kita..💪💪💪💪",semuga amanahsiapapun presiden bela salah salah bennar harap,May the President be wrong Bennar's wrongdo,-0.5,negative
@senopatiingalaga,"hasil yamg sangat memalukan bagi paslon no 03, dan pdip sebagai motornya.<br><br>hasil ini menunjukan bahwa kinerja pdip selama ini tidak ada apa apanya tanpa campur tangan pak dhe wiwi.<br><br>dan kesombongan megawati turut andil jebloknya suara pdip kali ini.",hasil yamg malu paslon no pdip motor hasil tunjuk kerja pdip apa campur tangan deh wiwi sombong megawati andil jeblok suara pdip kali,"the results of the shame of the candidate pair no pdip motorbike the results of the PDIP employment, what interference deh wiwi arrogant megawati share the sound of pdip",0.4,positive
@anisutarni__,Bantengnya nyinyir sih pak..jd dengernya blenger trus pd pindah deh😂😂,banteng nyinyir sih dengernya blenger pindah deh,"bull nyinyir, he heard that he moved it",0.0,neutral
@patanganteng3125,"Penyebab suara prabowo unggul.<br>1 pengikut pakjokowi masuk ke prabowo.<br>2 anak muda masuk ke prabowo karena gibran.<br>3 demo demo mendesak jokowi mundur bikin pendukung jokowowi geram ,akhirnya di balas 14 maret.<br>4 di puternya film diarty vote. Yg sengaja ingin melemahkan suara pragrib bikin pendukung ganjar hengkang.<br>5 masuknya ahok ke ganjar yg tak di sukai sebagian pengikut ganjar.<br>6 ucapan ahok yg me nganggap ,pakjokowi ,gibran tidak becus kerja. Bikin ahoker masuk ke pragrib.",sebab suara prabowo unggul ikut pakjokowi masuk prabowo anak muda masuk prabowo gibran demo demo desak jokowi mundur bikin dukung jokowowi geram balas maret puter film diarty vote sengaja lemah suara pragrib bikin dukung ganjar hengkang masuk ahok ganjar suka ikut ganjar ucap ahok me nganggap pakjokowi gibran becus kerja bikin ahoker masuk pragrib,Because Prabowo's Superior voice followed Pakjokowi into Prabowo young people entering Prabowo Gibran Demo Demo Demo Jokowi resigning made support Jokowowi furious March March Puter Film Diarty Vote deliberately weak votes Pragrib made Ganjar Ganjang Enter Ahok Ganjar like to join Ganjar said Ahok said Ahok said Ahok said that Pakjokowi Gibran became a pragrib.,0.14166666666666664,positive
@bintangbintang-r7h,Sekrg waktu bapa Prabowo jdi persden selmt yah bapa parbwo,sekrg bapa prabowo persden selamat bapa parbwo,Sekrg Father Prabowo Persden Safe Parbwo Father,0.5,positive
@junalabiibkurniawan9168,"Keterangan dr mbk putri emang jelas dan gamblang   .shg seluruh rskyat tahu mn yg curang dan mn yg tdk. ..klo utk prabowo gibran orang desapun bantsk yg tahu bahwa pasangan 02 emang baik dan berbudi, sopan ,menghargai , menghormati dan sangat merakyat ...smg pasangan 02 sll dlm lindungan Tuhan yg maha kuasa",terang mbak putri gamblang shg rskyat curang prabowo gibran orang desa bantsk pasang budi sopan harga hormat rakyat moga pasang lindung tuhan maha kuasa,Bright Mbak Putri Relica Shg RSKYAT Cheating Prabowo Gibran people of Bantsk Village Install Budi Polite Price of the People Moga Install the Protection of God Almighty,0.7000000000000001,positive
@masbudi2246,Anis bas bodol...anginnya gak mau punya ktp...,anis bas bodol angin ktp,Anis Bas Bodol Wind KTP,0.0,neutral
@SuhartiNingsih-lf1bq,Selamat dan sukses atas kemenangan pil pres pak Prabowo mas Gibran dan semua tim TKN 02 SMG menjadi presiden dan wakil presiden yang taqwa aamiin,selamat sukses menang pil pres prabowo mas gibran tim tkn moga presiden wakil presiden taqwa amin,"Congratulations on winning the Prabowo Prabowo Mas Gibran TKN Team Pill, the Presidential Vice President Taqwa Amin.",0.5,positive
@Zio1092,"Jangan iri lah .tuk jubir nya poslon 01,demokrasi yakin bertahan 02 .yakin mimpin negri ini",iri jubir poslon demokrasi tahan mimpin negeri,Envy the Democracy Poslon Spokesman Resistant to the State Leading,0.0,neutral
@CecepRiswandi-y8l,"Terima saja kekalahan nya buat 02 dan02,jangan menuduh yg nggak nggak",terima kalah dan02jangan tuduh,Thank you and02Do not accuse,0.0,neutral
@hrsakti7455,Kami nggak percaya dengan hitung cepat muak penuh dg kecurangan,percaya hitung cepat muak penuh curang,Believe Calculating Quickly Full of Cheating,0.35,positive
@wiyantoslamet182,Alhamdulillah ikn menang,alhamdulillah ikn menang,Thank God IKN won,0.0,neutral
@GleydisOroh-yj3bx,"Untuk komentator yang mewakili 01 dan 03 , legowo aja untuk kalian berdua pak . Karena hasil yang sekarang ada itu mutlak dari kami masyarakat pak. Dan tidak usah membawa nama2 yang lain bro karena masa jaya kekuasaan partaimu yg sombong itu sudah usai pak.. 😅😁 ✌️🫶🏻🇮🇩",komentator wakil legowo dua hasil mutlak masyarakat bawa nama2 bro jaya kuasa partai sombong,Commentator Deputy Legowo Two Absolute Community results Bring the names of Bro Jaya Power of Arrogant Party,0.2,positive
@guntursukoco5940,bukti...tidak semua orang PDI pilih bpk GANJAR...,bukti orang pdi pilih bpk ganjar,proof that PDI people choose Mr. Ganjar,0.0,neutral
@edyrahman4234,Kami rakyat kecil td percaya coikon hitun cepat itu karna mereka di bayar,rakyat percaya coikon hitun cepat bayar,People believe Coikon is quick to pay,0.3333333333333333,positive
@LilisAisyah-c4m,"Sudah terbukti orang yg tertindas Allah memberikan ke agungan nya,saya berdoa atas kemengan bapak Prabowo,dan sangat puas dengan hasil penghitungan,",bukti orang tindas allah agung nyasaya doa kan prabowodan puas hasil hitung,proof of the oppasion of Allah Agung Nyasaya Prayer Prabowodan is satisfied with the results,0.5,positive
@zulmiahm7995,6 calon orang orang pilihan,calon orang orang pilih,prospective people choose,0.0,neutral
@sukarminsukarmin61,Bismillah Prabowo menang amiin ya Allah 🤲😟,bismillah prabowo menang amin allah,Bismillah Prabowo won Amen of Allah,0.0,neutral
@maxtampi3062,"Tim sukses Amin,terbaik atau terburuk 😮😮😅😮😮😮😮😮",tim sukses aminterbaik buruk,bad aminter's success team,-0.19999999999999993,negative
@florincacha2130,01 dan 03 Pasti bilang... ADA KECURANGAN😂😂😂😂😂,bilang curang,said cheating,0.0,neutral
@fbudi1771,"Quick Count, Real Count, Halu Count, dll.. itu milik siapa? semua bisa dibayar untuk menggiring Opini publik. Harusnya KPU membuat Quick Count sendiri, dan KPU itu harus diaudit/di awasi oleh lembaga masyarakat/independent",quick count real count halu count dll milik bayar giring opini publik kpu quick count kpu diauditdi awas lembaga masyarakatindependent,Quick Count Real Count Halu Count etc. Owned Paying Public Opinion KPU Quick Count KPU Audit In Audit Community Institutions Independent,0.17333333333333334,positive
@cimengnyimeng7564,"PDIP hancur oleh citra buruk MEGAWATI DAN PUAN<br><br>harusnya mereka lebih bijak dalam bertindak dan berkata<br><br>Apalagi malah memusuhi Presiden Jokowi yang memiliki citra ORANG BAIK dimata banyak masyarrakat Indonesia. <br><br>Janganlah melawan orang baik, kamu akam kalah",pdip hancur citra buruk megawati puanharusnya bijak tindak berkataapalagi musuh presiden jokowi milik citra orang mata masyarrakat indonesia lawan orang akam kalah,PDIP is destroyed by Megawati Puan Puan's bad image.,-0.6999999999999998,negative
@SitiMasitoh-t7e,Siapapun yang terpilih itulah pemimpin bangsa dan rakyat Indonesia....,pilih pimpin bangsa rakyat indonesia,Choose the Lead of the Indonesian People's Nation,0.0,neutral
@Ohma-Zio,QUICK COUNT  ABAL ABAL...,quick count abal abal,quick count abal abal,0.3333333333333333,positive
@Abdull-n9w,PR untuk pDIP<br>Partai PDIP suara lebih banyak di banding gerinda <br>Tp kenapa di presiden lari nya ke prabowo... <br>Ini tanda  kalau org Indonesia lbh cerdas <br>Dan PDIP tetap di hati rakyat<br>Cuma masyarakat Indonesia menghendaki presiden nya 02<br>Salam damai<br>01 &amp; 03 boleh nangis<br>Tp ga boleh emosi dan harus bisa legowo...,pr pdippartai pdip suara banding gerinda presiden lari prabowo tanda orang indonesia cerdas pdip hati rakyatcuma masyarakat indonesia presiden 02salam damai01 nangistp emosi legowo,PR PDIPPARTAI PDIP VOICE OF THE PRESIDENT GROUP Running Prabowo Signs of Smart Indonesians PDIP The Hearts,0.21428571428571427,positive
@musdar4830,"orang kalah biasa, selalu tidak puas wajar, ngatas namakan rakyat lagi.......melawan takdir Allah SWT.",orang kalah puas wajar ngatas nama rakyat lawan takdir allah swt,people lose satisfied naturally to the name of the people against the destiny of Allah SWT,0.3,positive
@MustaminarifinGelamona,Ini kenyataannya bro...02 memang banyak yg pilih...ini jelas sekali kok,nyata bro pilih,real bro select,0.2,positive
@guntursukoco5940,sesuai prediksi 1putaran,sesuai prediksi 1putaran,according to prediction 1put,0.0,neutral
@LilisAisyah-c4m,Pasti no 2 presiden ku,no presiden ku,in the presiden ku,0.0,neutral
@DadiJaya-k2m,Sudah tepat kalau yang menang prabowo-gibran karena pak prabowo dan pak jokowi masih bisa bersatu dan pak jokowi masih bisa membantu membangun kemajuan dan kesejahteraan Indonesia dan semoga bisa memperbaiki kekurangan dan kesalahan yang lalu,menang prabowogibran prabowo jokowi satu jokowi bantu bangun maju sejahtera indonesia moga baik kurang salah,Winning Prabowogibran Prabowo Jokowi One Jokowi Helps Building Prosperous Indonesia,0.5,positive
@sukmonooppo6568,Sy pendukung kualisi AHY selamat pk prabowo,dukung alis ahy selamat pakai prabowo,Support AHY Eyebrows Happy Wearing Prabowo,0.8,positive
@hanasetyandika4593,Masih kurang trima msh cari celah jg😂 Astaghfirullah hal adzim.......🙏🏼🙏🏼,terima cari celah astaghfirullah adzim,accept looking for the gap Astaghfirullah adzim,0.0,neutral
@AngiePangie_23,"Congratulations Bangsa Indonesia, kita menang ! 🎉❤✌️ 💯",congratulations bangsa indonesia menang,Indonesian Congratulations Win,0.8,positive
@kusniharyanto9414,Money politik bukan rahasia umum lg di pemilu kali ini sangat terbuka dan terang terangan,money politik rahasia milu kali buka terang terang,Money Political Secret Milu Kali Open Light Light,0.08,positive
@EseramoDaeli-sn3on,"Jgn mencari kesalahan klau mmg udh kalah, udhlah bagusan kalian tidur nyenyak jgn ribut negara ini kalian buat kami masyarakat membutuhkan makan bukan jabatan.",cari salah kalah udhlah bagus tidur nyenyak ribut negara masyarakat butuh makan jabat,"looking for the wrong losing, it's good to sleep soundly, the people of the community need to eat jabat",0.19999999999999998,positive
@sorayahimawati355,Jangan percaya kuic count. Menyesatkan dan pembodohan Rakyat. Ril count.,percaya kuic count sesat bodoh rakyat ril count,Believe KUIC COUNT MONEY BODY RIL COUNT,0.0,neutral
@MustaminarifinGelamona,Gak usah berkomentar bahwa ada kejanggalan dlm pemilu ini.perasaan pemilu saat ini sudah berjalan dengan baik.kamu ini yg bisa memecah belah bangsa ini dengan berkomentar seperti itu.,komentar janggal milu asa milu jalan pecah belah bangsa komentar,Milking Comments Milu Asa Milu Way of Break Bangsa Nation Comments,0.0,neutral
@jagalidah,Bacot klo kalah terima saja,bacot kalah terima,Bacot lost,0.0,neutral
@SupariSaja-jn4wc,"Alhamdulillah, sudah lega saya pemilu lancar, siapapun yg menang ku ucapkan selamat, dan yg kalah klu memang orang baik pasti menerima dg lapang dada, smoga pemilu selanjutnya akan ganti di pilih oleh rakyat",alhamdulillah lega milu lancar menang ku ucap selamat kalah orang terima lapang dada moga milu ganti pilih rakyat,"Alhamdulillah, the relief of MILU smoothly wins. Congratulations on losing people, receive grace, I hope that you will change the people",0.3,positive
@sugihmakmur2578,Pemakai jacket bomber tuh biasa filosofinya never become LOSER... kita lihat ya,pakai jacket bomber tuh filosofi never become loser lihat,"Use jacket bomber, philosophy of never Become Loser.",0.0,neutral
@muhammadjuned-hb1fn,harap harap cemas.....!!!,harap harap cemas,Please worry,0.0,neutral
@liesmaryana7615,"01,03 sdh kalah , nyungsep msh ajj nyinyirrr,menyerang pemerintah presiden Jokowi,bpk prabowo gibran!!!<br>Rakyat yg pilihh dan percaya pada prabowo gibran alhamdulillah menang !!!<br> omongannya dari 01,03  msh ajj nyinyir!! Gmna rakyat mau simpatik!!<br><br>Selamat atas kemenangan Prabowo Gibran sekali putaran menuju Indonesia maju emas 🤲🤲✌️✌️🇲🇨🇲🇨♥️♥️",kalah nyungsep nyinyirrrmenyerang perintah presiden jokowibpk prabowo gibranrakyat pilihh percaya prabowo gibran alhamdulillah menang omong nyinyir rakyat simpatikselamat menang prabowo gibran putar indonesia maju emas,Losing Nyungsep Nyinyirrrrrrrroded President JokowibPK President Prabowo Gibranrakyat Choose Prabowo Gibran Alhamdulillah Winning Speaking of the People's Simpatix Savior Win,0.65,positive
@nyomansuriyati988,"Saya sebagai rakyat, dan mungkin sebagian besar rakyat ingin ini cepat selesai",rakyat rakyat cepat selesai,The people of the people are quick to finish,0.3333333333333333,positive
@queencyamira8157,"Lagu lma kalh pilpres bilangnya curang, padahl emng masarakat udah gk respek...",lagu kalh pilpres bilang curang masarakat respek,the song kalh presidential election says cheating people with respect,0.0,neutral
@muhammadnooreksan7755,"Curang dari mana  tempat kmi  10 TPS itu pendukung parabowo dan Ganjar tak ada Anis  kmi memilih gunakan hati bukan kemunafikan apa lgi menghina mama,ibu atau mak2 kami pasti lupa kan soal ini orang munafik pasti lupa ingatan tuhan tak tidur min_fut 🙏🙏🙏🙏",curang tps dukung parabowo ganjar anis pilih hati munafik hina mamaibu mak2 lupa orang munafik lupa ingat tuhan tidur minfut,Cheating TPS Support Parabowo Ganjar Anis Choose a Hina Celebrist Hina Mamabu Mak2 Forgot the hypocrites forgot to remember God Sleep Minfut,0.0,neutral
@abdonmanek3370,PDIP tdk usah menuduh macam2 sadari arogansi ketua umumx yg tdk mau<br>sedikit merendah utk kerja sama partai Koalisi masa Jokowi dan sangat meremehkan Jokowi. Inilah hal2 yg merugikan sendiri,pdip tuduh sadar arogansi ketua umumx mausedikit rendah kerja partai koalisi jokowi remeh jokowi rugi,PDIP accuses aware of the arrogance of the general chairman of the Mausi Low Working Jokowi Coalition Party,0.10000000000000002,positive
@japethasudungansitompul7242,Selamat buat Bapak Prabowo dan mas Gibran untuk memimpin Indonesia 🙏🙏🙏,selamat prabowo mas gibran pimpin indonesia,Congratulations Prabowo Mas Gibran Padang Indonesia,0.0,neutral
@danangwiliyanto2619,Wes kalah ngaku wae kalah nyatanya jg di mana mana prabowo gibran .kok isih curigaaaaa wae sakit hati ya lemes ya,wes kalah aku wae kalah prabowo gibran isih curigaaaaa wae sakit hati lemes,Wes lost I lost Prabowo Gibran Isih suspicious,0.0,neutral
@a.r.silaen3081,"Kelemahan one man one vote dalam pilpres adalah : Suara seorang Guru sama nilainya dgn suara seorg buta huruf; suara seorang tokoh masyarakat sama nilainya dgn suara narapidana. Suara orang baik sama nilainya dgn suara penjahat, begal dsb.",lemah one man one vote pilpres suara guru nilai suara buta huruf suara tokoh masyarakat nilai suara narapidana suara orang nilai suara jahat begal dsb,weak one man one vote presidential election votes teacher votes of illiterate votes votes community leaders votes in prisoners,-0.375,negative
@saddamyathie79,tidak ditemukan kecurangan yang digaungkan oleh paslon no.1 sedang kami warga NTB saja yang dipimpin pemerintahannya oleh partai PKS dari pimpinan Profinsi hingga pemerintah daerahnya berasal dari Partai PKS....,temu curang gaung paslon no warga ntb pimpin perintah partai pks pimpin profinsi perintah daerah asal partai pks,gathering the echo of the pair of the residents of NTB leads the PKS Party Order to Lead the Regional Order of the Order of the PKS Party,0.0,neutral
@bang-mamad,Lampung 85% 02,lampung,Lampung,0.0,neutral
@pratamayy8437,"PujiTuhan, alhamdulillah, maturnuwun gusti HORREEEE ANIS KALAH😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉",pujituhan alhamdulillah maturnuwun gusti horreeee anis kalah,Pujituhan Alhamdulillah Maturnuwun Gusti Horreeee Anis lost,0.0,neutral
@KadekartaneArtane,Ilove Prabowo Subianto,ilove prabowo subianto,Ilove Prabowo Subianto,0.0,neutral
@Meslucu,mulus banget jalan mas Gibran ✌️,mulus banget jalan mas gibran,Very smooth Jalan Mas Gibran,0.52,positive
@Aisyah_herbalis,Tokai,tokai,Tokai,0.0,neutral
@sahidrohman624,"Hanya satu yg prl ingat bljar legowo dan berhentilah dr keinginan utk menuju provokasi LG kami rakyat indonesia sdh jenuh,dan bljarlah utk ikhlas mnrima",prl bljar legowo henti provokasi rakyat indonesia jenuhdan bljarlah ikhlas mnrima,PRL bljar legowo stop Indonesian people provocation and bljarlah sincerely,0.5,positive
@maxtampi3062,"Banyak alasan ga tau malu,udah kalah,masih alasan,merasa benar,kepahitan,kejahatan,kesombongan😅😅😅😅😅😅😅😮",alas tau maluudah kalahmasih alasanmerasa benarkepahitankejahatankesombongan,Alas or shame is still losing the reason for the reasons for the truth,-0.4,negative
@nuraziza.z3934,Semikin anda mecari keslahan <br><br> semakin doa kami akan tulus untuk memilih pilihan kami,semikin mecari slah doa tulus pilih pilih,as to find a sincere prayer select choose,0.5,positive
